promesse_id,sentence_id,date,category,source,sentence,language
109,1,1,Government Operations,Couillard,Nommer un ministre délégué aux PME.,fr
110,1,1,Government Operations,Couillard,Adopt a Law on Montreal formally recognizing its metropolitan status and giving it the powers of a major North American city.,en
110,1,1,Government Operations,Couillard,Adopter une Loi sur Montréal reconnaissant formellement son statut de métropole et lui donnant les pouvoirs d’une grande métropole nord-américaine.,fr
111,1,1,Government Operations,Couillard,"Have, in the Cabinet, a Minister responsible for seniors.",en
111,1,1,Government Operations,Couillard,"Avoir, au Conseil des ministres, un ou une ministre responsable des aînés.",fr
112,1,1,Government Operations,Couillard,Promote tailored laws to reflect the specific realities of different cities.,en
112,2,1,Government Operations,Couillard,"Thus, Québec must have its own legislation that reflects the realities of a great capital city.",en
112,1,1,Government Operations,Couillard,Favoriser le sur mesure pour refléter les réalités particulières des différentes agglomérations urbaines.,fr
112,2,1,Government Operations,Couillard,"Ainsi, Québec doit être dotée de sa propre loi qui reflète les réalités d’une grande capitale.",fr
113,1,1,Government Operations,Couillard,Foster a partnership that gives municipalities more autonomy.,en
113,1,1,Government Operations,Couillard,Favoriser une relation de partenariat qui accorde aux municipalités plus d’autonomie.,fr
114,1,1,Government Operations,Couillard,The fund of $ 5 million for large events will be renewed.,en
114,1,1,Government Operations,Couillard,Le fonds de 5 M$ pour les grands événements sera reconduit.,fr
115,1,1,Government Operations,Couillard,"Establish the concept of smart city, starting with the National Capital.",en
115,1,1,Government Operations,Couillard,"Mettre en place le concept de ville intelligente, en commençant par la Capitale-Nationale.",fr
116,1,1,Government Operations,Couillard,"Appoint a Minister for Forests, Wildlife and Parks.",en
116,1,1,Government Operations,Couillard,"Nommer un ministre responsable de la Forêt, de la Faune et des Parcs.",fr
117,1,1,Government Operations,Couillard,The PLQ promises a new governance to ensure that the National Capital has the tools necessary for it to fulfill the responsibilities that accompany its status and that modernizes its relationship with the Government of Quebec.,en
117,1,1,Government Operations,Couillard,Une nouvelle gouvernance pour doter la Capitale-Nationale des outils nécessaires pour qu'elle puisse s'acquitter des responsabilités qui accompagnent son statut et qui modernisent ses relations avec le gouvernement du Québec.,fr
118,1,1,Government Operations,Couillard,Support the Quebec cheesemakers in negotiations with the federal government for transition and countervailing measures.,en
118,1,1,Government Operations,Couillard,Épauler les fromagers du Québec dans les négociations avec le gouvernement fédéral pour les mesures de transitions et compensatoires.,fr
119,1,1,Government Operations,Couillard,"Make the data public through a website showing PQI projects in each region, their nature, timing, cost, and their degree of progress according to schedule and budget.",en
119,1,1,Government Operations,Couillard,"Rendre les données publiques avec un site Internet présentant par région chacun des projets du PQI, leur nature, leur échéancier, leur coût, et leur degré d’avancement en fonction de l’échéancier et du budget.",fr
120,1,1,Immigration,Couillard,Attract the most talented foreign entrepreneurs with the Startup Visa Quebec program.,en
120,1,1,Immigration,Couillard,Attirer les entrepreneurs étrangers les plus talentueux à l’aide du programme Visa Démarrage Québec.,fr
121,1,1,Immigration,Couillard,Create the Startup Visa Quebec program.,en
121,1,1,Immigration,Couillard,Créer le programme Visa Démarrage Québec.,fr
122,1,1,Law and Crime,Couillard,Encourage the establishment of community work programs for youth found guilty of intimidation.,en
122,1,1,Law and Crime,Couillard,Favoriser l’instauration de programmes de travaux communautaires pour les jeunes trouvés coupables d’intimidation.,fr
123,1,1,Law and Crime,Couillard,Support the training of specialized police in the fight against bullying.,en
123,1,1,Law and Crime,Couillard,Soutenir la formation de policiers spécialisés dans la lutte contre l’intimidation.,fr
124,1,1,Social Welfare,Couillard,Set up a loan program for homeowners age 60 and older to help cover the bill for property and school taxes .,en
124,1,1,Social Welfare,Couillard,Mettre en place un programme de prêts destiné aux propriétaires âgés de 60 ans et plus afin de les aider à assumer la facture des taxes foncières et scolaires.,fr
125,1,1,Social Welfare,Couillard,Proceed through public bidding to grant money available for the development or consolidation of services specifically for caregivers.,en
125,1,1,Social Welfare,Couillard,Procéder par appels de projets pour octroyer les sommes disponibles pour le développement ou la consolidation de services destinés spécifiquement aux proches aidants.,fr
126,1,1,Social Welfare,Couillard,"Extend the initiative My family, my community.",en
126,1,1,Social Welfare,Couillard,"Étendre l’initiative Ma famille, ma communauté.",fr
127,1,1,Social Welfare,Couillard,Start a new Perinatal Policy Strategy that will identify the elements that remain to be put in place by 2018 and actions that remain to be performed.,en
127,1,1,Social Welfare,Couillard,Lancer une nouvelle Stratégie de mise en œuvre de la Politique de périnatalité qui identifiera les éléments qui restent à mettre en place d’ici 2018 et les actions qui devront être réalisées.,fr
128,1,1,Social Welfare,Couillard,Rates for child care services will be indexed starting in 2015.,en
128,1,1,Social Welfare,Couillard,Les tarifs des services de garde seront indexés à compter de 2015.,fr
129,1,1,Health,Couillard,Add 125 new midwives positions over the next 5 years.,en
129,1,1,Health,Couillard,Ajouter d’ici 5 ans 125 nouveaux postes de sages-femmes.,fr
130,1,1,Health,Couillard,Increase the number of centers for social pediatrics in communities in disadvantaged areas.,en
130,2,1,Health,Couillard,Dedicate a recurrent 20 million dollars per year from 2016-2017.,en
130,1,1,Health,Couillard,Augmenter le nombre de centres de pédiatrie sociale en communauté dans les milieux défavorisés.,fr
130,2,1,Health,Couillard,"Y consacrer 20 millions de dollars par année, de façon récurrente, à compter de 2016-2017.",fr
131,1,1,Health,Couillard,Create awareness campaigns against bullying and cyberbullying.,en
131,1,1,Health,Couillard,Créer des campagnes de sensibilisation qui seront menées contre l’intimidation et la cyberintimidation.,fr
132,1,1,Health,Couillard,Start immediately renovating the Verdun Hospital.,en
132,1,1,Health,Couillard,Débuter sans délai la rénovation de l’Hôpital de Verdun.,fr
133,1,1,Health,Couillard,Reduce bureaucracy (in the health network) to fund new initiatives to offer Quebecers better access to care and health services.,en
133,1,1,Health,Couillard,Diminuer la bureaucratie (dans le réseau de la santé) afin de financer de nouvelles initiatives pour offrir aux Québécois un meilleur accès aux soins et aux services de santé.,fr
134,1,1,Health,Couillard,"Require each institution, each health and social services agency, the Ministry of Health and Social Services and all Government Services organizations to file a plan to reduce bureaucracy by 10% over three years.",en
134,1,1,Health,Couillard,"Exiger de chaque établissement, de chaque Agence de santé et de services sociaux, du ministère de la Santé et des Services sociaux et des organismes gouvernementaux qu’ils déposent un plan de réduction de la bureaucratie de 10 % sur trois ans.",fr
135,1,1,Social Welfare,Couillard,"Ensure that caregivers can benefit from a compassionate day in the workplace, in short, a holiday allowing them a leave of absence without financial penalty.",en
135,1,1,Social Welfare,Couillard,"Faire en sorte que les proches aidants puissent bénéficier d’une journée compassion dans leur milieu de travail, en somme, d’un congé leur permettant de s’absenter sans pénalité financière.",fr
136,1,1,Health,Couillard,"Promote the creation of 50 super clinics across Quebec, true crossroads of health, which will be open 7 days a week 7.",en
136,1,1,Health,Couillard,"Favoriser la création de 50 super-cliniques à travers le Québec, de véritables carrefours de la santé qui seront ouverts 7 jours sur 7.",fr
137,1,1,Social Welfare,Couillard,"Encourage the participation and mobilization of seniors in their community by improving the Age Friendly Municipality program, with the objective of increasing the number of municipalities that adhere to it.",en
137,1,1,Social Welfare,Couillard,"Favoriser la participation et la mobilisation des aînés dans leur communauté en bonifiant le programme Municipalité amie des aînés, avec comme objectif l’augmentation du nombre de municipalités qui y adhèrent.",fr
138,1,1,Health,Couillard,Introduce the principle of advance payment regarding the tax credit for caregivers.,en
138,1,1,Health,Couillard,Introduire le principe de versement anticipé quant au crédit d'impôt destiné aux proches aidants.,fr
